effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),801.108850496707,15.233626258385417,52.588191209938145,117.87464516161948,1.0983129373302611e-83
fixed,NA,cond,49.92186416848596,23.112809396813862,2.1599219424778267,53.670885772856884,0.035264018733614164
ran_pars,subj_id,sd__(Intercept),101.87481037065972,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,45.921195340776784,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.442088396310181,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.61807973290729,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.32299753295442,NA,NA,NA,NA
fixed,NA,(Intercept),793.2791192489609,14.944881015295195,53.0803235192764,100.14325523618746,3.8230242099676337e-75
fixed,NA,cond,97.20762137393439,24.497248807662512,3.968103607762221,53.121023792588844,2.1860903889790509e-4
ran_pars,subj_id,sd__(Intercept),88.48198616070415,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,44.586769222444005,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.39089684973296407,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.748738061521,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.39236326633772,NA,NA,NA,NA
fixed,NA,(Intercept),803.0536973383045,17.010994215732094,47.20792254432872,108.86513734413013,2.4912949643421416e-74
fixed,NA,cond,68.16201066694556,26.67221359654875,2.555543821670856,51.03851461460335,0.01362413931411439
ran_pars,subj_id,sd__(Intercept),106.6622177391581,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,29.974037149966424,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.2394875822895031,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.59764299874516,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.5230773710447,NA,NA,NA,NA
fixed,NA,(Intercept),844.0474922116192,15.38255090109026,54.870450137876425,109.49130510465014,1.7551176810466438e-81
fixed,NA,cond,77.55376266035108,24.044036507578962,3.225488475527195,51.70066722402195,0.0021825216936626857
ran_pars,subj_id,sd__(Intercept),97.44677824930028,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,33.85141994944111,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.26997117500786355,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.63580935732503,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.64626706167206,NA,NA,NA,NA
fixed,NA,(Intercept),776.9809001752252,13.45423220252861,57.74992496630154,136.33463075132292,1.0143464838745817e-97
fixed,NA,cond,137.11016521059844,15.786271806716549,8.685405071529459,54.34110510387165,7.454378718277884e-12
ran_pars,subj_id,sd__(Intercept),110.50388087955204,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,36.85814495462544,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.3451131363242148,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),50.427117508327065,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.5916705793853,NA,NA,NA,NA
fixed,NA,(Intercept),800.8660307240257,14.2870082230214,56.055544885425945,109.61623125658818,1.5733885652172948e-82
fixed,NA,cond,103.99489051908846,22.4311628381415,4.636179197195147,53.036845616934094,2.3526248578607827e-5
ran_pars,subj_id,sd__(Intercept),90.83458113549854,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,40.88947983898631,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.4776225088763715,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.37589241706338,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.73594457017012,NA,NA,NA,NA
fixed,NA,(Intercept),806.0815016915307,16.017158201327415,50.326124744446055,120.87822725372551,6.1879162325549874e-83
fixed,NA,cond,74.42928716644144,23.68412545152946,3.142581190880957,51.45238949767399,0.0027776046144911038
ran_pars,subj_id,sd__(Intercept),109.00540313675295,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,31.6662083911132,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.2868909359791242,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.49558664482021,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.7026069540125,NA,NA,NA,NA
fixed,NA,(Intercept),819.6771703704327,14.845641282009126,55.21332186328445,113.90109410044971,4.709465606590716e-84
fixed,NA,cond,64.77337012635182,22.918662063720728,2.8262282478035803,53.63114154707207,0.006604034695350839
ran_pars,subj_id,sd__(Intercept),97.05980515732821,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,45.2957410600867,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.13056597444232865,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.76878225482389,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.93735220056328,NA,NA,NA,NA
fixed,NA,(Intercept),822.5969692421917,16.05269198392559,51.24355279886399,104.58588912270332,6.494712892364206e-76
fixed,NA,cond,91.24495777763917,25.78231725697574,3.539051857448991,52.45499916409139,8.507366150179007e-4
ran_pars,subj_id,sd__(Intercept),97.93850962484225,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,42.01222455147857,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.11190932976660362,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.68917503388828,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.76955339756458,NA,NA,NA,NA
fixed,NA,(Intercept),804.9228714873226,17.707490924409495,45.45663046918461,133.8215000155925,3.112041662086206e-83
fixed,NA,cond,92.61869607324076,24.296907075879627,3.811954162889585,52.43549036352664,3.6429960773797193e-4
ran_pars,subj_id,sd__(Intercept),130.43576544932458,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,40.81459351224263,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.1637561340077996,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.26417469170654,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.90367095182373,NA,NA,NA,NA
fixed,NA,(Intercept),811.3602776433976,16.93680505866024,47.90515536036872,103.05207199108752,3.0110973736101047e-72
fixed,NA,cond,121.82055876884898,27.48044311673679,4.432991063912464,52.969260669041425,4.71116187854405e-5
ran_pars,subj_id,sd__(Intercept),101.95560591662353,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,48.52949064759621,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.27705572010296703,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.5479921057346,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.5116278274266,NA,NA,NA,NA
fixed,NA,(Intercept),805.4816630765416,14.883827236120066,54.11791270472416,117.18506309063424,9.449638612665494e-85
fixed,NA,cond,36.93131613023567,22.607612265661828,1.6335788006383045,53.46819434902335,0.10822279504834803
ran_pars,subj_id,sd__(Intercept),99.27761305695964,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,43.855054152640434,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.19003947879339822,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.84010128498794,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.1663801129983,NA,NA,NA,NA
fixed,NA,(Intercept),799.5125387396919,15.49280452134975,51.605410604511874,104.32254624080258,4.3439033716521527e-76
fixed,NA,cond,74.71443178670285,24.882253294924492,3.002719685437137,52.37351946725662,0.004095015206231828
ran_pars,subj_id,sd__(Intercept),94.47001993374681,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,40.00243484717264,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.1494709322783585,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.50499992295875,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.48991245619425,NA,NA,NA,NA
fixed,NA,(Intercept),807.563014522411,15.736242427836618,51.31866887700413,93.80960527060306,1.8911797368687363e-70
fixed,NA,cond,48.48240510206322,26.371589136721674,1.8384332036537332,52.126854585776236,0.07169912828808257
ran_pars,subj_id,sd__(Intercept),88.17099449028552,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,39.88531231141829,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.1444431617095454,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.96500819534883,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.17528645907885,NA,NA,NA,NA
fixed,NA,(Intercept),797.8396446591738,14.585342570213932,54.701467642488936,115.83172046808528,1.3640528410932296e-84
fixed,NA,cond,84.98177732022991,22.324777883556234,3.806612444857736,53.739139940697285,3.631314604719095e-4
ran_pars,subj_id,sd__(Intercept),96.5113375551854,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,44.770935947110566,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.07244602710128176,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.75696044904048,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.68374252823267,NA,NA,NA,NA
fixed,NA,(Intercept),797.3657329798745,16.110818797833588,49.49256415739067,96.00411037916517,3.868731925328579e-70
fixed,NA,cond,77.00887273928225,26.792536018666976,2.8742659032212705,52.278743311169826,0.005843091326458618
ran_pars,subj_id,sd__(Intercept),91.91234615238997,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,41.858370697410386,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,-0.052124183892215174,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.42382298225974,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.9143083145583,NA,NA,NA,NA
fixed,NA,(Intercept),807.3720732506591,15.728548208850036,51.33163357037443,115.71434444248389,1.8374538013799708e-81
fixed,NA,cond,79.67963105626191,23.868011472642607,3.3383439231035354,51.41294627795545,0.0015730751574265529
ran_pars,subj_id,sd__(Intercept),103.67926157270713,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,31.794068371656458,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.20038229881388028,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.23029346388122,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.07441361146465,NA,NA,NA,NA
fixed,NA,(Intercept),787.8204671387318,15.981496112741722,49.295789429289954,118.24535672184534,1.0875750556320834e-80
fixed,NA,cond,87.62589552791367,23.974606135521597,3.654946197346873,51.42241960725134,6.042775668827713e-4
ran_pars,subj_id,sd__(Intercept),106.86198534069086,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,31.509084063609464,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,-0.2588170374694371,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.63714457327167,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.00893711725308,NA,NA,NA,NA
fixed,NA,(Intercept),796.3257043060795,16.69517259353518,47.697961781745114,119.18255021248756,1.6930134886136437e-79
fixed,NA,cond,84.21831968481861,25.219895769026746,3.339360339000666,53.6203240996266,0.001533038771675726
ran_pars,subj_id,sd__(Intercept),112.18026284454878,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,49.50196537890887,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,-0.23823078136857817,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.0479252338318,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.7520958909417,NA,NA,NA,NA
fixed,NA,(Intercept),790.7638428433374,15.508004206186895,50.990690505994536,117.06448450331577,8.703999683122056e-82
fixed,NA,cond,52.244083528268874,23.258204735599097,2.2462646675520865,50.61399261763074,0.029080220346560475
ran_pars,subj_id,sd__(Intercept),103.21546115649782,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,22.557851308066613,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.38183419504599964,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.29023982784331,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.79346146396657,NA,NA,NA,NA
fixed,NA,(Intercept),801.6554794748481,15.56153909167638,51.515179491702135,125.16941471498201,3.970917192252544e-86
fixed,NA,cond,82.95409198309498,22.56828772000636,3.675692769086675,52.71621940998451,5.563652243640431e-4
ran_pars,subj_id,sd__(Intercept),108.97520967799262,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,39.63012488041345,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.2447210700241811,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.00351696879265,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.42938070807452,NA,NA,NA,NA
fixed,NA,(Intercept),778.343782996566,14.659037820917531,53.09651237040388,121.9385847893038,3.839550327638957e-86
fixed,NA,cond,106.81758715911545,21.627178501179745,4.939044043738236,53.02966865901956,8.218534643087823e-6
ran_pars,subj_id,sd__(Intercept),100.96090865061777,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,39.88670656220086,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.2858820028994151,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.46590196654755,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.1255900556296,NA,NA,NA,NA
fixed,NA,(Intercept),806.5535786981773,14.330024027502914,56.284174900907246,128.47809041931154,2.132724506998929e-92
fixed,NA,cond,44.6434209717657,20.508781570946716,2.1767953799366,56.474283884906725,0.033691736324509496
ran_pars,subj_id,sd__(Intercept),103.58801872317885,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,53.320607582171,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.08252980771251085,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.02941743488417,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.31110159452234,NA,NA,NA,NA
fixed,NA,(Intercept),832.6439382150528,16.832744848714658,49.465725625766446,124.15298199035487,1.45507846237021e-83
fixed,NA,cond,128.78308465662735,24.423903159205604,5.272829810090684,50.746459277575646,2.7826812124241434e-6
ran_pars,subj_id,sd__(Intercept),116.54226847934724,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,25.38870350153302,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.39757340147059883,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.54785370101412,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.93992256366704,NA,NA,NA,NA
fixed,NA,(Intercept),778.0432565774138,15.67666187138017,49.630671565216005,126.56644863643578,7.942462568052541e-85
fixed,NA,cond,54.719287060149846,22.446533617003794,2.437761125784636,51.938443101473716,0.0182375616729698
ran_pars,subj_id,sd__(Intercept),110.78065522709278,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,34.220030103185074,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.3249646578740179,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.84497407308663,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.812285172993,NA,NA,NA,NA
fixed,NA,(Intercept),812.22842704342645,15.778332529913595,51.47745653753657,98.90499062689429,3.1994609733966013e-73
fixed,NA,cond,83.1475696949949,25.838212854776728,3.2180077686612663,51.61869518827877,0.002232113472089393
ran_pars,subj_id,sd__(Intercept),92.26839474559893,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,35.111822208074564,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.10337270035456081,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.31535034510284,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.85333714195065,NA,NA,NA,NA
fixed,NA,(Intercept),797.4448786051992,15.242353549216606,52.317699890000554,116.73414944766932,7.062886370272448e-83
fixed,NA,cond,72.15409802427018,23.188560975289686,3.111624654119736,53.27601154182671,0.0029886782665613995
ran_pars,subj_id,sd__(Intercept),101.34255281117089,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,43.82295475984123,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.003499761674804744,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.90396739531637,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.04739468717352,NA,NA,NA,NA
fixed,NA,(Intercept),776.6662891109614,16.824685273912134,46.16230713778863,108.32330852228188,4.4731733747652305e-73
fixed,NA,cond,59.47647021240711,26.64311198769629,2.2323394594397667,52.720334912961796,0.02986448166768799
ran_pars,subj_id,sd__(Intercept),105.25708541955252,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,45.53837872036914,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.37177705847820147,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.56881971247657,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.79635319452765,NA,NA,NA,NA
fixed,NA,(Intercept),798.1966790705868,13.910173867524538,57.382221579135035,107.49041918431445,1.8491405554338347e-82
fixed,NA,cond,88.02626600611653,21.86362446730935,4.026151571425591,51.44170648889584,1.8695648184025954e-4
ran_pars,subj_id,sd__(Intercept),87.22431765303425,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,28.930244295375193,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,-0.03843754119452905,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.01273693075176,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.17185174499045,NA,NA,NA,NA
fixed,NA,(Intercept),817.7213751220385,15.463936192398535,52.879251760234126,105.45696383570105,9.789394569297264e-78
fixed,NA,cond,77.78805993636088,24.7455909409157,3.1435119137826644,52.580518153871644,0.0027433906644322745
ran_pars,subj_id,sd__(Intercept),95.05157710347528,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,41.47658756369176,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.18301489336678883,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.97522462277003,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.8315581287527,NA,NA,NA,NA
fixed,NA,(Intercept),784.8812049790921,13.876633200362072,56.561357041462536,122.85610057649424,7.923445185086816e-90
fixed,NA,cond,71.41940406744978,20.45325654151006,3.491835342821984,54.79296263383845,9.561104513186357e-4
ran_pars,subj_id,sd__(Intercept),96.6286118020846,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,46.44938319848485,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.3280080445838527,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.52884075427046,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.83963717299247,NA,NA,NA,NA
fixed,NA,(Intercept),825.866439674687,13.75727203211958,60.03126475557857,115.66702369135022,5.077774319422845e-89
fixed,NA,cond,32.79228968823079,21.096032721981,1.554429219957688,54.501467074576816,0.12587032842643084
ran_pars,subj_id,sd__(Intercept),91.28759676339845,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,46.18384399058206,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.04073394295381277,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.03942326923942,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.71019573605747,NA,NA,NA,NA
fixed,NA,(Intercept),777.2284623450847,16.587088290469218,46.85743807077176,123.39052116315861,1.8452306873935158e-80
fixed,NA,cond,71.57509192473775,24.555860214071114,2.9147865845776177,54.01099612938381,0.005170896320582891
ran_pars,subj_id,sd__(Intercept),114.36048559114471,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,50.59358221680187,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.20013173253144348,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.60448807107348,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.472445439302,NA,NA,NA,NA
fixed,NA,(Intercept),815.4376379725121,15.2154126152859,53.592870505088825,112.88730548743558,4.003432553341523e-82
fixed,NA,cond,58.935256888017115,23.62943199657948,2.4941461519916515,53.51423040562261,0.01574831292156073
ran_pars,subj_id,sd__(Intercept),98.5739999909775,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,45.812958031811604,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.18920157590603515,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.46642713058573,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.52662532890193,NA,NA,NA,NA
fixed,NA,(Intercept),796.44292266727,15.206828255995124,52.37403285285879,114.70591638171275,6.167489539942729e-82
fixed,NA,cond,99.36053637896588,23.295133438822532,4.265291574306952,52.4825831969926,8.359562928306851e-5
ran_pars,subj_id,sd__(Intercept),99.67068056081095,NA,NA,NA,NA
ran_pars,subj_id,sd__cond,38.78469033198673,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cond,0.5858180991269161,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.72664249032977,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.34260980522282,NA,NA,NA,NA
fixed,NA,(Intercept),791.0598347244113,15.044876961884157,52.580013563988786,107.84643774111878,1.0655421522558498e-78
