effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),798.5978519435587,15.239558102983695,52.40295332364029,135.5263783795245,7.627737260878888e-92
fixed,NA,cat,25.301098337558102,20.30812768315419,1.245860708200374,54.604529724481466,0.21813467127714753
ran_pars,subj_id,sd__(Intercept),115.93833198922387,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,45.947141669790504,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.30017017620070224,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),66.93869688253706,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.62502465289774,NA,NA,NA,NA
fixed,NA,(Intercept),802.5416587403116,14.865703832239843,53.98611917720354,122.39517334104819,3.2793254070352335e-87
fixed,NA,cat,39.63133471040687,21.720455267825212,1.8246088409165746,51.81776525710539,0.07382765645275478
ran_pars,subj_id,sd__(Intercept),102.79857232013534,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,32.43984305189097,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.09493628732687519,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.1218218136019,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.6664262955273,NA,NA,NA,NA
fixed,NA,(Intercept),812.2936296859693,12.678871185267274,64.06671523170348,111.67407846877654,6.75060375923566e-90
fixed,NA,cat,61.01955634061193,19.74614578188791,3.0902008429706784,54.50821129853614,0.0031473187040760367
ran_pars,subj_id,sd__(Intercept),82.47972454945048,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,43.60203387383377,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.16158097405769417,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.0720969713571,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.4640719688119,NA,NA,NA,NA
fixed,NA,(Intercept),803.5900682549654,15.467885513964747,51.95216033435641,114.94204653263513,1.1523276293592126e-81
fixed,NA,cat,58.2715386165252,23.727698709673447,2.4558445102292503,52.88063953565033,0.017375144109219618
ran_pars,subj_id,sd__(Intercept),101.47820344391259,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,42.302231540256486,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.13592526745353317,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.10300955557719,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.34118658512313,NA,NA,NA,NA
fixed,NA,(Intercept),822.4093005501301,16.598231324832927,49.548008125402376,102.95665487016547,1.19868070570818e-73
fixed,NA,cat,48.059474732399224,26.926612623393538,1.7848318095030524,52.972641857921765,0.08001513134472069
ran_pars,subj_id,sd__(Intercept),99.94696900682912,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,47.553337912087244,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.16453522843881588,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.51559860852953,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.31096843679725,NA,NA,NA,NA
fixed,NA,(Intercept),794.7437356062675,15.17587188397255,52.36890121915219,128.95071023392347,9.198065045036948e-89
fixed,NA,cat,-17.029640503139248,21.362913897220274,-0.7971590666456383,52.333613075295304,0.42896061615884906
ran_pars,subj_id,sd__(Intercept),109.26932855500986,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,35.68919575948169,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.3833155039177008,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.77167727154054,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.5667726826313,NA,NA,NA,NA
fixed,NA,(Intercept),799.4965557058503,13.296621364883213,60.12779741305903,124.45650878300968,7.904962276746601e-94
fixed,NA,cat,67.46244349260915,19.45101863831571,3.4683244485570457,56.48382839376921,0.0010090878786793574
ran_pars,subj_id,sd__(Intercept),94.16731550475909,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,50.83394491753834,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.037367589688212806,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.209927219397414,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.67472271724642,NA,NA,NA,NA
fixed,NA,(Intercept),825.5128651559677,14.948041680031027,55.22548590821525,119.10933804618173,1.0174944482154154e-86
fixed,NA,cat,35.714069516215694,22.307916285440676,1.6009594557930353,51.955212755586054,0.11544957754193481
ran_pars,subj_id,sd__(Intercept),100.94845803872538,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,33.898342057276125,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.2973122214530769,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.35295679487781,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.70824105905663,NA,NA,NA,NA
fixed,NA,(Intercept),797.5368326897606,15.674682033640144,50.880574864493624,122.78464164162821,2.2383147439849986e-84
fixed,NA,cat,13.699763959135415,23.044403762877106,0.59449418175899,52.69709505854074,0.5547256023444486
ran_pars,subj_id,sd__(Intercept),108.16099929313356,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,40.26659668651763,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.1746222430026652,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.63470514544132,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.0481417192369,NA,NA,NA,NA
fixed,NA,(Intercept),790.3819672473993,17.072516208862044,46.295575741619494,115.55874598494371,1.9180837816105362e-76
fixed,NA,cat,22.398430844410555,25.99956952635738,0.8614923728527072,51.35364132506747,0.39297176986341753
ran_pars,subj_id,sd__(Intercept),111.87552830951081,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,32.77152747408807,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.5038499427565964,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.95123454487607,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.7863144655861,NA,NA,NA,NA
fixed,NA,(Intercept),793.0643460381838,18.2982626332243,43.34096421800234,121.37492848795839,1.0572154581832024e-75
fixed,NA,cat,45.76525724422645,27.22202852662624,1.6811846773087766,51.95000931409379,0.09873043288871344
ran_pars,subj_id,sd__(Intercept),123.97529781412508,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,40.65483273963008,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.009398042326510455,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.0951531826905,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.40212500471492,NA,NA,NA,NA
fixed,NA,(Intercept),804.6067582772386,15.684527792183578,51.299393194241794,99.93499935466556,1.321116867561124e-73
fixed,NA,cat,45.31659280661253,25.578016161627023,1.7717008434218589,51.67121255495875,0.08234103293562327
ran_pars,subj_id,sd__(Intercept),92.47030277043783,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,34.99648309165644,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.31446057261874755,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.3441501374899,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.95768211323164,NA,NA,NA,NA
fixed,NA,(Intercept),815.162031831951,15.096030472629884,53.998435768256726,114.83758073863504,1.823899662915425e-83
fixed,NA,cat,65.5194553416229,23.404091618438482,2.799487218294967,54.97323712972713,0.007047225092376403
ran_pars,subj_id,sd__(Intercept),98.98057709957969,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,52.98787227345067,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.055959854194599284,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.18342420263221,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,195.7758054499784,NA,NA,NA,NA
fixed,NA,(Intercept),777.2778200663187,17.350835155867042,44.79771798209313,116.6627179442388,2.371916863432358e-75
fixed,NA,cat,65.90933298493299,26.285929886288972,2.5073997104173977,51.29133855644112,0.015369476174424744
ran_pars,subj_id,sd__(Intercept),114.46506096268308,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,32.9153380814921,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.13049117228733997,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.00580719343043,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.1008773513159,NA,NA,NA,NA
fixed,NA,(Intercept),794.8079174012023,13.507005015823577,58.84412691563213,114.3697792754939,2.3739751863187056e-87
fixed,NA,cat,68.96066849384277,20.762005360536126,3.321483994263936,53.94617235653956,0.0016115276682078445
ran_pars,subj_id,sd__(Intercept),89.04772260290817,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,42.99302807612735,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.33209732787439694,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.96870836154477,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.13196681991423,NA,NA,NA,NA
fixed,NA,(Intercept),815.0224373169971,16.121768002409297,50.5541598908505,97.10343586756997,1.4853988577452309e-71
fixed,NA,cat,56.727394919445544,26.727995761840397,2.1223961356816488,52.578150081007145,0.038532945776029386
ran_pars,subj_id,sd__(Intercept),92.8444388534455,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,44.20829830633176,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.3777096370124846,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.01070984172897,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.64295583816894,NA,NA,NA,NA
fixed,NA,(Intercept),797.5419680012185,15.912586751709254,50.12019607155011,110.16369232940393,1.153270961981769e-77
fixed,NA,cat,26.7414628047761,24.77219222148003,1.079495208405032,51.13702201078097,0.285432393450551
ran_pars,subj_id,sd__(Intercept),100.96327944846672,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,29.26293015901143,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.6987138781672497,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.66126197093742,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.04765246752137,NA,NA,NA,NA
fixed,NA,(Intercept),793.7493058807178,16.029975568959458,49.51656366948798,111.75052993100248,7.278477130106658e-78
fixed,NA,cat,15.133167338410665,24.92468610836404,0.6071557841337224,52.25906256802074,0.546376651898115
ran_pars,subj_id,sd__(Intercept),102.73317201221509,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,39.45085031072744,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.02288972010593712,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.73262465334729,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.82210204611957,NA,NA,NA,NA
fixed,NA,(Intercept),806.7674140351327,14.066425122339908,57.35411854955578,131.88314493961303,4.048260555238014e-95
fixed,NA,cat,51.22968538670506,19.151393591402268,2.674984728511029,52.57745501909342,0.009938308636721896
ran_pars,subj_id,sd__(Intercept),104.43421712562281,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,34.02769734916142,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,-0.09728406783619975,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.59762961992846,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.82264446634088,NA,NA,NA,NA
fixed,NA,(Intercept),794.0426659100224,15.323091575772482,51.820003945254264,101.2214339709417,1.089449712345475e-74
fixed,NA,cat,43.60414945905834,24.898182595692827,1.7512984849987199,52.03624210689227,0.08578714873658125
ran_pars,subj_id,sd__(Intercept),91.2625665114102,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,37.262845651559154,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.24712400810644436,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.81720744698633,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,195.3125878545003,NA,NA,NA,NA
fixed,NA,(Intercept),779.5589582661901,15.147976633225344,51.46291000715681,113.45829851085472,1.7175964892598937e-80
fixed,NA,cat,32.38687659390086,23.210855052258676,1.3953331973760807,51.29418196524508,0.1689273717599321
ran_pars,subj_id,sd__(Intercept),98.44831984509658,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,29.29483767949463,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.158106778862953,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.97660120243692,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.41338009071683,NA,NA,NA,NA
fixed,NA,(Intercept),774.3074641559828,15.629042377665641,49.54286036504007,114.52891439320787,3.3527384444187816e-79
fixed,NA,cat,47.36773757864092,23.885410978869803,1.9831242435202276,51.61249080058204,0.05268651579805172
ran_pars,subj_id,sd__(Intercept),102.15677493986983,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,32.992819980468326,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.08755372294560565,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.24940405430087,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.46392365069207,NA,NA,NA,NA
fixed,NA,(Intercept),812.4498734374239,15.119874241115642,53.73390416357564,114.95563357416476,2.738239482536856e-83
fixed,NA,cat,36.69236687957279,23.113559893220923,1.5874822852508519,52.51628638397343,0.11840676118327569
ran_pars,subj_id,sd__(Intercept),99.41319843035852,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,38.876244102338426,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.20982690046606042,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.95032884209279,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.17088268011273,NA,NA,NA,NA
fixed,NA,(Intercept),804.8660508875123,14.521766179845407,55.42480445695212,107.38546894167125,7.763943025376107e-81
fixed,NA,cat,63.30082261558582,23.11866058732209,2.7380834792089557,53.76421888380243,0.008362489474610296
ran_pars,subj_id,sd__(Intercept),90.89405604307734,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,46.27620596146374,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.3585528110612749,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.47794023097426,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.58053082410842,NA,NA,NA,NA
fixed,NA,(Intercept),807.0113217826046,15.823819990740837,50.99977895696613,97.41871583547895,4.49638782901707e-72
fixed,NA,cat,84.00232737604199,26.413242984952962,3.1803110062591045,54.29626970509108,0.002431713954594485
ran_pars,subj_id,sd__(Intercept),91.42880119978051,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,55.18633538998324,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.06908811172576747,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.08346311782054,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.04420148104333,NA,NA,NA,NA
fixed,NA,(Intercept),806.2703116335887,14.46844028089709,55.72613882217284,119.89318146189126,1.4440606767848356e-87
fixed,NA,cat,71.32213959266083,21.66242374368922,3.2924358066552304,53.75620881485219,0.0017594810952092485
ran_pars,subj_id,sd__(Intercept),98.38950456728315,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,43.7462343104105,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.30832403902884337,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.33089094956473,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.69149907292092,NA,NA,NA,NA
fixed,NA,(Intercept),806.6931227063793,15.339190814156176,52.59033103375319,106.53246001731823,4.840472003837654e-78
fixed,NA,cat,48.66643510265427,24.204429998369807,2.0106416513808423,50.830649201947736,0.0496827478726785
ran_pars,subj_id,sd__(Intercept),95.08612281698609,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,25.191590478317632,NA,NA,NA,NA
